,ID,Nome,Sobrenome,Idade,Sexo,Produto,Valor,Forma_pag,Qte_vz,Data_compra
17936,17936,Maria Liz,Morais,20,F,acessorios,821.43,avista,nan,25-1-2019
17937,17937,Maria Liz,Martins,33,F,sapatos,805.51,parcelado,2,23-11-2019
17938,17938,Maria Liz,Muniz,53,F,lencos,50.98,avista,nan,23-2-2020
17939,17939,Maria Liz,Neves,52,F,lencos,226.47,parcelado,2,16-6-2019
17940,17940,Maria Liz,Nunes,30,F,sapatos,556.62,parcelado,5,23-10-2020
17941,17941,Maria Liz,Paes,33,F,chapeus,367.44,avista,nan,4-7-2019
17942,17942,Maria Liz,Pires,55,F,sapatos,455.99,avista,nan,17-3-2018
17943,17943,Maria Liz,Queiroz,20,F,sapatos,1331.51,avista,nan,2-2-2019
17944,17944,Maria Liz,Reis,52,F,acessorios,1167.22,parcelado,3,17-6-2019
17945,17945,Maria Liz,Rios,26,F,sapatos,1477.49,parcelado,4,14-9-2019
17946,17946,Maria Liz,Serra,35,F,acessorios,801.20,parcelado,4,27-8-2019
17947,17947,Maria Liz,Silva,21,F,chapeus,1240.26,parcelado,4,22-9-2018
17948,17948,Maria Liz,Sousa,50,F,roupas,128.02,avista,nan,10-7-2020
17949,17949,Maria Liz,Teles,44,F,chapeus,911.41,parcelado,5,15-2-2018
17950,17950,Maria Liz,Trindade,25,F,sapatos,824.16,avista,nan,16-1-2019
17951,17951,Maria Liz,Vaz,49,F,acessorios,218.93,parcelado,6,6-4-2019
17952,17952,Ana Beatriz,Abreu,39,F,acessorios,914.31,avista,nan,21-10-2020
17953,17953,Ana Beatriz,Aguiar,29,F,lencos,701.84,avista,nan,3-10-2018
17954,17954,Ana Beatriz,Albuquerque,22,F,roupas,1228.31,parcelado,5,15-2-2020
17955,17955,Ana Beatriz,Alencar,28,F,lencos,940.50,parcelado,2,15-9-2018
17956,17956,Ana Beatriz,Almeida,29,F,sapatos,505.05,parcelado,2,17-8-2020
17957,17957,Ana Beatriz,Alvarenga,29,F,lencos,279.37,avista,nan,27-3-2018
17958,17958,Ana Beatriz,Alves,40,F,roupas,1241.72,parcelado,3,6-3-2018
17959,17959,Ana Beatriz,Amaral,18,F,roupas,21.43,avista,nan,22-3-2019
17960,17960,Ana Beatriz,Andrade,23,F,lencos,625.44,avista,nan,30-2-2020
17961,17961,Ana Beatriz,Anjos,27,F,roupas,763.50,avista,nan,30-3-2019
17962,17962,Ana Beatriz,Assis,49,F,lencos,799.20,parcelado,5,24-2-2018
17963,17963,Ana Beatriz,Azevedo,48,F,sapatos,202.28,avista,nan,11-9-2018
17964,17964,Ana Beatriz,Barbosa,26,F,chapeus,1106.80,parcelado,6,17-9-2020
17965,17965,Ana Beatriz,Barros,42,F,roupas,572.51,avista,nan,14-2-2018
17966,17966,Ana Beatriz,Bernardes,54,F,lencos,98.68,parcelado,5,7-12-2019
17967,17967,Ana Beatriz,Brasil,21,F,lencos,1377.20,avista,nan,25-7-2018
17968,17968,Ana Beatriz,Cabral,20,F,acessorios,339.65,avista,nan,15-11-2018
17969,17969,Ana Beatriz,Carvalho,44,F,acessorios,478.21,avista,nan,25-6-2019
17970,17970,Ana Beatriz,Castro,50,F,roupas,269.34,parcelado,5,11-12-2018
17971,17971,Ana Beatriz,Cruz,29,F,chapeus,909.55,avista,nan,7-11-2018
17972,17972,Ana Beatriz,Dias,37,F,sapatos,1015.54,avista,nan,4-2-2020
17973,17973,Ana Beatriz,Duarte,45,F,acessorios,1265.07,avista,nan,22-6-2020
17974,17974,Ana Beatriz,Esteves,26,F,acessorios,162.24,avista,nan,14-12-2020
17975,17975,Ana Beatriz,Faria,18,F,sapatos,1232.77,avista,nan,21-2-2018
17976,17976,Ana Beatriz,Faro,45,F,roupas,1098.21,parcelado,6,16-7-2019
17977,17977,Ana Beatriz,Fontes,31,F,roupas,812.04,parcelado,3,28-2-2018
17978,17978,Ana Beatriz,Freire,30,F,acessorios,246.28,parcelado,6,8-12-2018
17979,17979,Ana Beatriz,Gama,21,F,acessorios,1433.46,parcelado,3,22-9-2020
17980,17980,Ana Beatriz,Junqueira,31,F,sapatos,1014.68,parcelado,6,6-7-2018
17981,17981,Ana Beatriz,Leite,30,F,sapatos,1131.80,avista,nan,16-1-2020
17982,17982,Ana Beatriz,Lopes,24,F,chapeus,615.92,avista,nan,30-6-2019
17983,17983,Ana Beatriz,Mendes,45,F,roupas,701.98,avista,nan,15-1-2020
17984,17984,Ana Beatriz,Morais,49,F,chapeus,981.94,parcelado,4,23-7-2018
17985,17985,Ana Beatriz,Martins,25,F,sapatos,271.99,parcelado,5,20-11-2020
17986,17986,Ana Beatriz,Muniz,33,F,sapatos,1462.94,parcelado,2,16-2-2019
17987,17987,Ana Beatriz,Neves,35,F,chapeus,371.98,avista,nan,23-1-2019
17988,17988,Ana Beatriz,Nunes,18,F,roupas,234.95,avista,nan,14-11-2020
17989,17989,Ana Beatriz,Paes,46,F,chapeus,14.80,avista,nan,29-9-2020
17990,17990,Ana Beatriz,Pires,44,F,lencos,769.76,parcelado,6,18-5-2019
17991,17991,Ana Beatriz,Queiroz,33,F,chapeus,2.00,parcelado,6,21-7-2019
17992,17992,Ana Beatriz,Reis,33,F,roupas,706.35,parcelado,2,13-8-2019
17993,17993,Ana Beatriz,Rios,39,F,roupas,1227.07,parcelado,6,9-7-2018
17994,17994,Ana Beatriz,Serra,33,F,acessorios,186.07,parcelado,4,21-11-2020
17995,17995,Ana Beatriz,Silva,31,F,chapeus,553.73,parcelado,5,31-4-2020
17996,17996,Ana Beatriz,Sousa,37,F,sapatos,1245.35,parcelado,3,20-5-2020
17997,17997,Ana Beatriz,Teles,35,F,lencos,89.31,parcelado,3,16-5-2020
17998,17998,Ana Beatriz,Trindade,35,F,sapatos,917.37,avista,nan,5-5-2019
17999,17999,Ana Beatriz,Vaz,51,F,lencos,1207.48,avista,nan,29-11-2020
18000,18000,Maria Vitoria,Abreu,46,F,roupas,1476.10,avista,nan,12-1-2019
18001,18001,Maria Vitoria,Aguiar,19,F,lencos,1267.26,parcelado,3,21-9-2020
18002,18002,Maria Vitoria,Albuquerque,35,F,roupas,1463.47,avista,nan,1-2-2020
18003,18003,Maria Vitoria,Alencar,18,F,roupas,868.41,parcelado,2,28-4-2018
18004,18004,Maria Vitoria,Almeida,35,F,chapeus,760.33,parcelado,2,16-8-2020
18005,18005,Maria Vitoria,Alvarenga,51,F,sapatos,544.27,parcelado,3,24-2-2020
18006,18006,Maria Vitoria,Alves,53,F,lencos,724.40,avista,nan,6-10-2020
18007,18007,Maria Vitoria,Amaral,41,F,acessorios,753.91,avista,nan,20-12-2018
18008,18008,Maria Vitoria,Andrade,53,F,lencos,1022.43,avista,nan,17-7-2018
18009,18009,Maria Vitoria,Anjos,41,F,sapatos,1227.97,parcelado,3,25-11-2020
18010,18010,Maria Vitoria,Assis,32,F,lencos,1048.04,parcelado,3,19-12-2018
18011,18011,Maria Vitoria,Azevedo,31,F,roupas,371.96,avista,nan,14-9-2019
18012,18012,Maria Vitoria,Barbosa,46,F,sapatos,634.66,parcelado,2,26-4-2020
18013,18013,Maria Vitoria,Barros,53,F,acessorios,1196.07,parcelado,5,3-5-2019
18014,18014,Maria Vitoria,Bernardes,52,F,acessorios,1096.77,parcelado,5,19-6-2019
18015,18015,Maria Vitoria,Brasil,25,F,acessorios,76.70,avista,nan,14-10-2020
18016,18016,Maria Vitoria,Cabral,41,F,chapeus,1464.78,parcelado,2,18-3-2019
18017,18017,Maria Vitoria,Carvalho,40,F,chapeus,1076.77,avista,nan,3-3-2019
18018,18018,Maria Vitoria,Castro,45,F,sapatos,616.52,parcelado,2,14-10-2020
18019,18019,Maria Vitoria,Cruz,21,F,chapeus,278.73,avista,nan,3-10-2020
18020,18020,Maria Vitoria,Dias,45,F,lencos,387.95,parcelado,3,24-6-2019
18021,18021,Maria Vitoria,Duarte,40,F,sapatos,1450.76,avista,nan,30-10-2020
18022,18022,Maria Vitoria,Esteves,39,F,roupas,347.06,avista,nan,23-12-2019
18023,18023,Maria Vitoria,Faria,18,F,chapeus,1233.57,avista,nan,15-5-2020
18024,18024,Maria Vitoria,Faro,50,F,sapatos,832.30,parcelado,2,4-11-2020
18025,18025,Maria Vitoria,Fontes,27,F,roupas,1416.05,parcelado,4,20-1-2018
18026,18026,Maria Vitoria,Freire,40,F,roupas,790.30,parcelado,4,17-8-2020
18027,18027,Maria Vitoria,Gama,49,F,sapatos,1463.26,avista,nan,25-6-2018
18028,18028,Maria Vitoria,Junqueira,36,F,sapatos,1009.94,avista,nan,1-1-2020
18029,18029,Maria Vitoria,Leite,19,F,roupas,1037.02,parcelado,6,14-1-2018
18030,18030,Maria Vitoria,Lopes,52,F,acessorios,1341.12,avista,nan,28-4-2019
18031,18031,Maria Vitoria,Mendes,46,F,chapeus,574.65,parcelado,3,10-5-2018
18032,18032,Maria Vitoria,Morais,22,F,acessorios,1307.85,avista,nan,5-1-2019
18033,18033,Maria Vitoria,Martins,49,F,sapatos,1426.40,avista,nan,18-11-2020
18034,18034,Maria Vitoria,Muniz,46,F,sapatos,132.27,avista,nan,15-4-2019
18035,18035,Maria Vitoria,Neves,24,F,acessorios,1434.21,avista,nan,25-8-2020
18036,18036,Maria Vitoria,Nunes,52,F,lencos,1048.58,avista,nan,2-10-2018
18037,18037,Maria Vitoria,Paes,28,F,roupas,1070.72,avista,nan,31-5-2018
18038,18038,Maria Vitoria,Pires,40,F,sapatos,1395.88,parcelado,4,16-3-2018
18039,18039,Maria Vitoria,Queiroz,33,F,chapeus,458.80,parcelado,5,1-3-2018
18040,18040,Maria Vitoria,Reis,38,F,sapatos,1061.60,parcelado,3,10-7-2019
18041,18041,Maria Vitoria,Rios,35,F,roupas,1074.84,parcelado,5,1-1-2018
18042,18042,Maria Vitoria,Serra,38,F,roupas,1386.96,avista,nan,13-3-2020
18043,18043,Maria Vitoria,Silva,37,F,roupas,870.33,avista,nan,13-4-2019
18044,18044,Maria Vitoria,Sousa,23,F,chapeus,932.58,avista,nan,8-8-2018
18045,18045,Maria Vitoria,Teles,39,F,lencos,15.46,avista,nan,13-10-2018
18046,18046,Maria Vitoria,Trindade,26,F,lencos,818.95,avista,nan,12-6-2020
18047,18047,Maria Vitoria,Vaz,52,F,acessorios,1326.01,avista,nan,3-7-2019
18048,18048,Maria Laura,Abreu,31,F,roupas,785.32,avista,nan,18-1-2018
18049,18049,Maria Laura,Aguiar,55,F,sapatos,510.06,parcelado,2,22-11-2020
18050,18050,Maria Laura,Albuquerque,35,F,roupas,23.94,parcelado,3,20-11-2018
18051,18051,Maria Laura,Alencar,18,F,chapeus,1496.33,avista,nan,3-10-2020
18052,18052,Maria Laura,Almeida,54,F,sapatos,903.37,avista,nan,17-9-2019
18053,18053,Maria Laura,Alvarenga,19,F,lencos,1114.81,avista,nan,27-5-2020
18054,18054,Maria Laura,Alves,41,F,acessorios,604.22,avista,nan,18-5-2019
18055,18055,Maria Laura,Amaral,33,F,sapatos,394.17,avista,nan,4-9-2020
18056,18056,Maria Laura,Andrade,47,F,lencos,105.90,avista,nan,25-1-2018
18057,18057,Maria Laura,Anjos,29,F,chapeus,1429.17,parcelado,3,28-8-2018
18058,18058,Maria Laura,Assis,35,F,lencos,744.87,avista,nan,28-11-2020
18059,18059,Maria Laura,Azevedo,31,F,lencos,12.77,avista,nan,8-12-2020
18060,18060,Maria Laura,Barbosa,32,F,sapatos,1393.92,parcelado,2,16-8-2019
18061,18061,Maria Laura,Barros,47,F,chapeus,110.09,avista,nan,30-9-2020
18062,18062,Maria Laura,Bernardes,35,F,chapeus,1075.18,avista,nan,14-3-2018
18063,18063,Maria Laura,Brasil,19,F,roupas,211.83,avista,nan,29-5-2018
18064,18064,Maria Laura,Cabral,53,F,sapatos,649.08,parcelado,2,20-8-2018
18065,18065,Maria Laura,Carvalho,51,F,chapeus,1482.76,avista,nan,6-5-2018
18066,18066,Maria Laura,Castro,39,F,sapatos,875.50,parcelado,5,28-9-2020
18067,18067,Maria Laura,Cruz,49,F,lencos,951.94,parcelado,4,11-2-2020
18068,18068,Maria Laura,Dias,41,F,roupas,433.04,parcelado,6,16-9-2020
18069,18069,Maria Laura,Duarte,22,F,chapeus,1458.03,avista,nan,16-6-2018
18070,18070,Maria Laura,Esteves,36,F,lencos,1181.55,parcelado,4,30-6-2018
18071,18071,Maria Laura,Faria,48,F,lencos,1486.96,avista,nan,21-3-2018
18072,18072,Maria Laura,Faro,43,F,chapeus,933.33,parcelado,5,13-9-2019
18073,18073,Maria Laura,Fontes,27,F,roupas,1083.95,parcelado,6,18-11-2020
18074,18074,Maria Laura,Freire,32,F,acessorios,936.10,parcelado,5,17-11-2020
18075,18075,Maria Laura,Gama,46,F,sapatos,229.36,avista,nan,25-3-2020
18076,18076,Maria Laura,Junqueira,42,F,sapatos,409.91,avista,nan,11-7-2020
18077,18077,Maria Laura,Leite,55,F,lencos,818.52,avista,nan,26-6-2018
18078,18078,Maria Laura,Lopes,21,F,roupas,1114.56,parcelado,6,26-7-2018
18079,18079,Maria Laura,Mendes,20,F,lencos,843.52,parcelado,6,15-8-2018
18080,18080,Maria Laura,Morais,49,F,lencos,813.35,avista,nan,30-1-2018
18081,18081,Maria Laura,Martins,28,F,sapatos,69.63,parcelado,2,24-6-2018
18082,18082,Maria Laura,Muniz,44,F,roupas,1048.58,avista,nan,1-8-2020
18083,18083,Maria Laura,Neves,39,F,sapatos,1076.92,parcelado,6,15-9-2018
18084,18084,Maria Laura,Nunes,18,F,chapeus,1333.69,parcelado,6,28-5-2019
18085,18085,Maria Laura,Paes,27,F,acessorios,1291.65,parcelado,6,19-12-2018
18086,18086,Maria Laura,Pires,20,F,chapeus,772.92,parcelado,3,13-1-2020
18087,18087,Maria Laura,Queiroz,31,F,roupas,960.14,avista,nan,20-7-2019
18088,18088,Maria Laura,Reis,52,F,acessorios,244.88,parcelado,2,2-6-2019
18089,18089,Maria Laura,Rios,47,F,sapatos,13.67,avista,nan,1-4-2019
18090,18090,Maria Laura,Serra,40,F,lencos,1239.31,avista,nan,18-1-2019
18091,18091,Maria Laura,Silva,32,F,roupas,1170.55,avista,nan,2-5-2018
18092,18092,Maria Laura,Sousa,25,F,lencos,1347.44,avista,nan,31-6-2020
18093,18093,Maria Laura,Teles,40,F,lencos,1220.19,avista,nan,3-9-2018
18094,18094,Maria Laura,Trindade,35,F,chapeus,1487.21,avista,nan,4-4-2020
18095,18095,Maria Laura,Vaz,20,F,acessorios,797.43,parcelado,4,23-2-2020
18096,18096,Malu,Abreu,33,f,roupas,1337.47,avista,nan,16-12-2018
18097,18097,Malu,Aguiar,48,f,chapeus,510.11,parcelado,5,24-6-2018
18098,18098,Malu,Albuquerque,18,f,roupas,630.65,avista,nan,27-10-2020
18099,18099,Malu,Alencar,49,f,roupas,361.55,avista,nan,25-10-2019
18100,18100,Malu,Almeida,54,f,sapatos,983.95,parcelado,3,26-12-2019
18101,18101,Malu,Alvarenga,43,f,lencos,946.87,avista,nan,14-10-2019
18102,18102,Malu,Alves,52,f,lencos,1215.36,parcelado,5,18-5-2020
18103,18103,Malu,Amaral,43,f,roupas,1180.55,avista,nan,22-2-2020
18104,18104,Malu,Andrade,45,f,lencos,1470.20,parcelado,5,19-8-2019
18105,18105,Malu,Anjos,53,f,chapeus,1081.09,avista,nan,9-1-2020
18106,18106,Malu,Assis,31,f,chapeus,381.05,parcelado,3,22-1-2019
18107,18107,Malu,Azevedo,32,f,acessorios,898.96,parcelado,6,13-9-2019
18108,18108,Malu,Barbosa,52,f,lencos,1494.97,avista,nan,1-2-2019
18109,18109,Malu,Barros,37,f,sapatos,532.83,parcelado,5,29-2-2018
18110,18110,Malu,Bernardes,36,f,acessorios,405.54,parcelado,5,10-8-2018
18111,18111,Malu,Brasil,41,f,lencos,543.15,avista,nan,1-5-2020
18112,18112,Malu,Cabral,46,f,lencos,204.28,parcelado,2,8-1-2018
18113,18113,Malu,Carvalho,28,f,chapeus,758.34,parcelado,6,8-7-2018
18114,18114,Malu,Castro,29,f,chapeus,1312.53,avista,nan,18-8-2020
18115,18115,Malu,Cruz,45,f,acessorios,777.11,avista,nan,5-7-2020
18116,18116,Malu,Dias,52,f,roupas,511.19,parcelado,2,8-2-2018
18117,18117,Malu,Duarte,32,f,acessorios,16.34,parcelado,4,21-1-2019
18118,18118,Malu,Esteves,48,f,lencos,1440.51,avista,nan,13-2-2018
18119,18119,Malu,Faria,21,f,lencos,294.07,parcelado,4,24-6-2020
18120,18120,Malu,Faro,53,f,sapatos,83.19,parcelado,3,22-1-2020
18121,18121,Malu,Fontes,28,f,roupas,650.08,avista,nan,13-1-2020
18122,18122,Malu,Freire,51,f,chapeus,548.66,parcelado,2,8-3-2019
18123,18123,Malu,Gama,31,f,lencos,196.41,avista,nan,8-12-2018
18124,18124,Malu,Junqueira,35,f,acessorios,67.81,avista,nan,29-7-2019
18125,18125,Malu,Leite,35,f,roupas,75.65,parcelado,2,19-12-2020
18126,18126,Malu,Lopes,31,f,lencos,1001.57,parcelado,4,22-6-2020
18127,18127,Malu,Mendes,52,f,lencos,856.28,parcelado,5,25-3-2020
18128,18128,Malu,Morais,35,f,chapeus,611.85,parcelado,4,21-4-2019
18129,18129,Malu,Martins,44,f,lencos,1192.23,parcelado,4,19-12-2019
18130,18130,Malu,Muniz,26,f,chapeus,1433.95,avista,nan,27-2-2020
18131,18131,Malu,Neves,51,f,lencos,822.90,avista,nan,13-9-2020
18132,18132,Malu,Nunes,35,f,chapeus,668.00,parcelado,5,9-2-2018
18133,18133,Malu,Paes,31,f,chapeus,474.11,avista,nan,23-4-2020
18134,18134,Malu,Pires,31,f,roupas,21.47,avista,nan,4-4-2019
18135,18135,Malu,Queiroz,38,f,lencos,1234.26,avista,nan,6-6-2019
18136,18136,Malu,Reis,27,f,roupas,10.70,parcelado,2,21-1-2020
18137,18137,Malu,Rios,32,f,roupas,1213.69,parcelado,4,15-9-2020
18138,18138,Malu,Serra,18,f,acessorios,1385.31,avista,nan,7-9-2019
18139,18139,Malu,Silva,24,f,sapatos,208.69,avista,nan,17-3-2018
18140,18140,Malu,Sousa,44,f,acessorios,109.89,avista,nan,8-11-2019
18141,18141,Malu,Teles,30,f,acessorios,1424.86,avista,nan,4-6-2019
18142,18142,Malu,Trindade,50,f,sapatos,103.74,parcelado,2,16-9-2018
18143,18143,Malu,Vaz,41,f,sapatos,802.34,avista,nan,28-9-2020
18144,18144,Maria Valentina,Abreu,18,F,chapeus,1171.65,avista,nan,29-12-2018
18145,18145,Maria Valentina,Aguiar,48,F,acessorios,810.05,parcelado,2,18-9-2019
18146,18146,Maria Valentina,Albuquerque,41,F,lencos,212.57,parcelado,3,26-7-2019
18147,18147,Maria Valentina,Alencar,49,F,sapatos,278.82,avista,nan,17-9-2018
18148,18148,Maria Valentina,Almeida,32,F,chapeus,813.05,parcelado,5,1-3-2020
18149,18149,Maria Valentina,Alvarenga,46,F,roupas,228.40,parcelado,6,31-9-2020
18150,18150,Maria Valentina,Alves,35,F,chapeus,1151.95,parcelado,2,18-4-2020
18151,18151,Maria Valentina,Amaral,52,F,roupas,28.04,parcelado,6,20-3-2019
18152,18152,Maria Valentina,Andrade,42,F,acessorios,574.15,avista,nan,5-3-2020
18153,18153,Maria Valentina,Anjos,37,F,acessorios,1083.62,avista,nan,22-11-2019
18154,18154,Maria Valentina,Assis,51,F,chapeus,864.22,parcelado,6,21-5-2019
18155,18155,Maria Valentina,Azevedo,46,F,lencos,150.95,avista,nan,30-6-2020
18156,18156,Maria Valentina,Barbosa,24,F,chapeus,937.80,avista,nan,31-8-2018
18157,18157,Maria Valentina,Barros,44,F,acessorios,401.85,parcelado,2,12-10-2020
18158,18158,Maria Valentina,Bernardes,31,F,lencos,1318.13,parcelado,3,29-4-2020
18159,18159,Maria Valentina,Brasil,22,F,roupas,820.67,avista,nan,9-2-2018
18160,18160,Maria Valentina,Cabral,33,F,chapeus,1132.84,parcelado,5,30-9-2020
18161,18161,Maria Valentina,Carvalho,23,F,acessorios,1222.30,parcelado,4,20-2-2019
18162,18162,Maria Valentina,Castro,18,F,lencos,49.02,avista,nan,20-11-2019
18163,18163,Maria Valentina,Cruz,42,F,sapatos,585.32,avista,nan,23-6-2019
18164,18164,Maria Valentina,Dias,28,F,sapatos,461.14,avista,nan,28-9-2018
18165,18165,Maria Valentina,Duarte,45,F,acessorios,1460.16,avista,nan,6-5-2019
18166,18166,Maria Valentina,Esteves,35,F,acessorios,58.98,avista,nan,22-7-2020
18167,18167,Maria Valentina,Faria,50,F,lencos,120.25,avista,nan,6-2-2020
18168,18168,Maria Valentina,Faro,32,F,acessorios,474.33,avista,nan,28-7-2018
18169,18169,Maria Valentina,Fontes,25,F,acessorios,251.83,avista,nan,20-2-2018
18170,18170,Maria Valentina,Freire,50,F,chapeus,745.37,parcelado,2,13-2-2018
18171,18171,Maria Valentina,Gama,33,F,roupas,1057.78,avista,nan,6-9-2019
18172,18172,Maria Valentina,Junqueira,47,F,roupas,482.40,parcelado,5,16-2-2019
18173,18173,Maria Valentina,Leite,43,F,sapatos,180.84,parcelado,6,4-12-2019
18174,18174,Maria Valentina,Lopes,47,F,acessorios,933.21,avista,nan,3-7-2019
18175,18175,Maria Valentina,Mendes,49,F,roupas,1151.13,parcelado,3,27-2-2018
18176,18176,Maria Valentina,Morais,22,F,chapeus,474.35,parcelado,3,18-8-2020
18177,18177,Maria Valentina,Martins,20,F,sapatos,1466.86,parcelado,5,2-1-2018
18178,18178,Maria Valentina,Muniz,53,F,sapatos,817.13,parcelado,6,26-4-2020
18179,18179,Maria Valentina,Neves,36,F,sapatos,816.79,parcelado,2,3-10-2020
18180,18180,Maria Valentina,Nunes,22,F,roupas,289.37,parcelado,4,26-1-2018
18181,18181,Maria Valentina,Paes,38,F,sapatos,661.87,avista,nan,25-1-2020
18182,18182,Maria Valentina,Pires,53,F,roupas,446.77,avista,nan,30-4-2018
18183,18183,Maria Valentina,Queiroz,19,F,lencos,561.93,parcelado,5,13-4-2018
18184,18184,Maria Valentina,Reis,26,F,chapeus,892.35,avista,nan,17-9-2020
18185,18185,Maria Valentina,Rios,31,F,roupas,1264.05,parcelado,3,15-5-2018
18186,18186,Maria Valentina,Serra,40,F,sapatos,1424.59,avista,nan,17-10-2018
18187,18187,Maria Valentina,Silva,41,F,chapeus,932.42,avista,nan,25-3-2020
18188,18188,Maria Valentina,Sousa,31,F,chapeus,443.69,parcelado,3,27-6-2018
18189,18189,Maria Valentina,Teles,18,F,sapatos,1098.01,avista,nan,3-3-2019
18190,18190,Maria Valentina,Trindade,27,F,sapatos,1443.26,avista,nan,25-6-2020
18191,18191,Maria Valentina,Vaz,44,F,lencos,1253.67,parcelado,5,7-12-2019
18192,18192,Betina,Abreu,24,F,chapeus,560.73,avista,nan,26-5-2019
18193,18193,Betina,Aguiar,34,F,roupas,856.39,parcelado,5,25-1-2019
18194,18194,Betina,Albuquerque,30,F,acessorios,176.02,avista,nan,15-9-2018
18195,18195,Betina,Alencar,53,F,sapatos,1162.68,parcelado,2,28-7-2018
18196,18196,Betina,Almeida,28,F,roupas,1414.36,avista,nan,24-12-2020
18197,18197,Betina,Alvarenga,29,F,chapeus,160.62,parcelado,5,25-9-2018
18198,18198,Betina,Alves,20,F,acessorios,795.30,parcelado,5,14-6-2018
18199,18199,Betina,Amaral,23,F,acessorios,587.93,avista,nan,25-7-2018
18200,18200,Betina,Andrade,36,F,sapatos,485.46,avista,nan,29-9-2019
18201,18201,Betina,Anjos,22,F,chapeus,1257.68,parcelado,5,24-7-2020
18202,18202,Betina,Assis,24,F,chapeus,1039.03,parcelado,2,10-5-2020
18203,18203,Betina,Azevedo,49,F,chapeus,108.03,parcelado,2,29-5-2019
18204,18204,Betina,Barbosa,27,F,chapeus,1225.03,avista,nan,24-3-2019
18205,18205,Betina,Barros,48,F,chapeus,245.49,parcelado,2,12-3-2019
18206,18206,Betina,Bernardes,54,F,chapeus,224.99,avista,nan,31-1-2020
18207,18207,Betina,Brasil,35,F,acessorios,287.15,parcelado,6,23-4-2019
18208,18208,Betina,Cabral,28,F,acessorios,1473.52,avista,nan,29-6-2018
18209,18209,Betina,Carvalho,36,F,lencos,1465.01,parcelado,4,26-11-2020
18210,18210,Betina,Castro,20,F,chapeus,670.24,avista,nan,17-2-2018
18211,18211,Betina,Cruz,20,F,roupas,1173.76,parcelado,6,30-4-2020
18212,18212,Betina,Dias,40,F,roupas,59.55,avista,nan,15-3-2019
18213,18213,Betina,Duarte,51,F,chapeus,380.02,avista,nan,4-11-2018
18214,18214,Betina,Esteves,41,F,sapatos,1481.76,parcelado,6,13-5-2018
18215,18215,Betina,Faria,22,F,roupas,133.65,avista,nan,13-3-2018
18216,18216,Betina,Faro,25,F,roupas,940.45,avista,nan,3-6-2018
18217,18217,Betina,Fontes,20,F,lencos,370.24,parcelado,3,22-8-2020
18218,18218,Betina,Freire,19,F,acessorios,318.19,parcelado,4,15-12-2020
18219,18219,Betina,Gama,53,F,acessorios,510.81,avista,nan,31-12-2019
18220,18220,Betina,Junqueira,53,F,acessorios,862.10,avista,nan,28-12-2018
18221,18221,Betina,Leite,52,F,lencos,1314.63,avista,nan,30-7-2018
18222,18222,Betina,Lopes,24,F,acessorios,1203.54,avista,nan,5-2-2018
18223,18223,Betina,Mendes,36,F,sapatos,404.70,avista,nan,13-11-2019
18224,18224,Betina,Morais,36,F,acessorios,1487.96,parcelado,6,30-2-2020
18225,18225,Betina,Martins,21,F,acessorios,340.67,parcelado,4,23-9-2018
18226,18226,Betina,Muniz,23,F,sapatos,1495.06,avista,nan,5-12-2019
18227,18227,Betina,Neves,43,F,sapatos,504.10,avista,nan,14-7-2020
18228,18228,Betina,Nunes,55,F,sapatos,65.74,avista,nan,24-2-2020
18229,18229,Betina,Paes,55,F,sapatos,1073.89,avista,nan,18-9-2019
18230,18230,Betina,Pires,27,F,roupas,1263.82,parcelado,5,9-4-2019
18231,18231,Betina,Queiroz,55,F,chapeus,994.56,avista,nan,31-6-2019
18232,18232,Betina,Reis,33,F,lencos,1428.54,parcelado,5,3-3-2020
18233,18233,Betina,Rios,45,F,roupas,115.31,avista,nan,10-12-2019
18234,18234,Betina,Serra,55,F,sapatos,1092.49,parcelado,4,15-12-2020
18235,18235,Betina,Silva,39,F,sapatos,1048.72,parcelado,2,31-11-2019
18236,18236,Betina,Sousa,51,F,chapeus,1373.48,parcelado,3,27-11-2020
18237,18237,Betina,Teles,54,F,chapeus,707.80,avista,nan,9-3-2019
18238,18238,Betina,Trindade,39,F,acessorios,1269.93,parcelado,2,9-2-2019
18239,18239,Betina,Vaz,22,F,acessorios,681.20,avista,nan,3-2-2020
18240,18240,Maria Flor,Abreu,23,f,chapeus,299.05,avista,nan,27-11-2018
18241,18241,Maria Flor,Aguiar,44,f,chapeus,724.29,parcelado,5,21-6-2019
18242,18242,Maria Flor,Albuquerque,28,f,sapatos,1377.49,parcelado,6,12-10-2020
18243,18243,Maria Flor,Alencar,39,f,lencos,1081.65,parcelado,6,18-2-2019
18244,18244,Maria Flor,Almeida,39,f,lencos,519.64,parcelado,4,29-12-2019
18245,18245,Maria Flor,Alvarenga,21,f,sapatos,815.78,avista,nan,29-4-2019
18246,18246,Maria Flor,Alves,26,f,lencos,721.91,parcelado,3,16-3-2020
18247,18247,Maria Flor,Amaral,29,f,sapatos,1100.31,avista,nan,9-5-2018
18248,18248,Maria Flor,Andrade,51,f,acessorios,1000.67,parcelado,4,3-4-2019
18249,18249,Maria Flor,Anjos,25,f,sapatos,1007.63,avista,nan,14-4-2019
18250,18250,Maria Flor,Assis,20,f,sapatos,251.18,parcelado,2,27-4-2019
